Date_and_Time, ,V2X_Message_Detail,Sender,Receiver,Message_Type,Msg_Id,Seq_Num,Latitude_Sender,Longitude_Sender,Message Content,Latitude_Receiver,Longitude_Receiver,Simulation_Time_Sender, ,Simulation_Time_Receiver, 
2023-09-25 08:45:48,781 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 0,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.631360006061136, Longitude= -71.00251887045408,  (at simulation time 21.000,900,  (at simulation time 21.002,300
2023-09-25 08:45:48,781 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 1,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.631360006061136, Longitude= -71.00251887045408,  (at simulation time 21.102,400,  (at simulation time 21.104,800
2023-09-25 08:45:48,782 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 2,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.631360006061136, Longitude= -71.00251887045408,  (at simulation time 21.200,400,  (at simulation time 21.202,800
2023-09-25 08:45:48,782 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 3,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.631360006061136, Longitude= -71.00251887045408,  (at simulation time 21.302,400,  (at simulation time 21.303,800
2023-09-25 08:45:48,783 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 4,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.631360006061136, Longitude= -71.00251887045408,  (at simulation time 21.401,900,  (at simulation time 21.402,300
2023-09-25 08:45:48,783 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 5,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.631360006061136, Longitude= -71.00251887045408,  (at simulation time 21.501,400,  (at simulation time 21.501,800
2023-09-25 08:45:48,784 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 6,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.631360006061136, Longitude= -71.00251887045408,  (at simulation time 21.601,900,  (at simulation time 21.602,300
2023-09-25 08:45:48,784 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 7,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.631360006061136, Longitude= -71.00251887045408,  (at simulation time 21.701,400,  (at simulation time 21.702,800
2023-09-25 08:45:48,784 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 8,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.631360006061136, Longitude= -71.00251887045408,  (at simulation time 21.801,400,  (at simulation time 21.803,800
2023-09-25 08:45:48,785 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 9,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.631360006061136, Longitude= -71.00251887045408,  (at simulation time 21.900,900,  (at simulation time 21.901,300
2023-09-25 08:45:48,786 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 10,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63141093371143, Longitude= -71.00256789009761,  (at simulation time 22.000,900,  (at simulation time 22.002,800
2023-09-25 08:45:48,787 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 11,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63141093371143, Longitude= -71.00256789009761,  (at simulation time 22.102,400,  (at simulation time 22.103,800
2023-09-25 08:45:48,787 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 12,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63141093371143, Longitude= -71.00256789009761,  (at simulation time 22.201,400,  (at simulation time 22.202,300
2023-09-25 08:45:48,788 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 13,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63141093371143, Longitude= -71.00256789009761,  (at simulation time 22.301,900,  (at simulation time 22.303,800
2023-09-25 08:45:48,788 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 14,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63141093371143, Longitude= -71.00256789009761,  (at simulation time 22.401,900,  (at simulation time 22.402,300
2023-09-25 08:45:48,788 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 15,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63141093371143, Longitude= -71.00256789009761,  (at simulation time 22.500,900,  (at simulation time 22.501,800
2023-09-25 08:45:48,789 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 16,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63141093371143, Longitude= -71.00256789009761,  (at simulation time 22.601,400,  (at simulation time 22.602,300
2023-09-25 08:45:48,789 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 17,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63141093371143, Longitude= -71.00256789009761,  (at simulation time 22.702,400,  (at simulation time 22.703,800
2023-09-25 08:45:48,789 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 18,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63141093371143, Longitude= -71.00256789009761,  (at simulation time 22.800,900,  (at simulation time 22.803,300
2023-09-25 08:45:48,790 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 19,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63141093371143, Longitude= -71.00256789009761,  (at simulation time 22.900,900,  (at simulation time 22.902,800
2023-09-25 08:45:48,792 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 20,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63145985630081, Longitude= -71.00261838726934,  (at simulation time 23.000,400,  (at simulation time 23.002,300
2023-09-25 08:45:48,793 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 21,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63145985630081, Longitude= -71.00261838726934,  (at simulation time 23.100,900,  (at simulation time 23.102,800
2023-09-25 08:45:48,794 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 22,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63145985630081, Longitude= -71.00261838726934,  (at simulation time 23.200,400,  (at simulation time 23.201,300
2023-09-25 08:45:48,794 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 23,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63145985630081, Longitude= -71.00261838726934,  (at simulation time 23.301,400,  (at simulation time 23.302,800
2023-09-25 08:45:48,795 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 24,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63145985630081, Longitude= -71.00261838726934,  (at simulation time 23.400,900,  (at simulation time 23.401,300
2023-09-25 08:45:48,795 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 25,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63145985630081, Longitude= -71.00261838726934,  (at simulation time 23.500,900,  (at simulation time 23.502,800
2023-09-25 08:45:48,796 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 26,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63145985630081, Longitude= -71.00261838726934,  (at simulation time 23.601,400,  (at simulation time 23.601,800
2023-09-25 08:45:48,796 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 27,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63145985630081, Longitude= -71.00261838726934,  (at simulation time 23.701,900,  (at simulation time 23.702,800
2023-09-25 08:45:48,797 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 28,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63145985630081, Longitude= -71.00261838726934,  (at simulation time 23.801,400,  (at simulation time 23.803,800
2023-09-25 08:45:48,797 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 29,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63145985630081, Longitude= -71.00261838726934,  (at simulation time 23.901,400,  (at simulation time 23.901,800
2023-09-25 08:45:48,799 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 30,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63150826767744, Longitude= -71.00266835687532,  (at simulation time 24.001,900,  (at simulation time 24.002,800
2023-09-25 08:45:48,799 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 31,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63150826767744, Longitude= -71.00266835687532,  (at simulation time 24.101,900,  (at simulation time 24.102,300
2023-09-25 08:45:48,799 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 32,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63150826767744, Longitude= -71.00266835687532,  (at simulation time 24.201,400,  (at simulation time 24.203,800
2023-09-25 08:45:48,800 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 33,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63150826767744, Longitude= -71.00266835687532,  (at simulation time 24.300,400,  (at simulation time 24.300,800
2023-09-25 08:45:48,800 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 34,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63150826767744, Longitude= -71.00266835687532,  (at simulation time 24.400,900,  (at simulation time 24.401,800
2023-09-25 08:45:48,800 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 35,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63150826767744, Longitude= -71.00266835687532,  (at simulation time 24.500,400,  (at simulation time 24.500,800
2023-09-25 08:45:48,801 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 36,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63150826767744, Longitude= -71.00266835687532,  (at simulation time 24.600,400,  (at simulation time 24.601,300
2023-09-25 08:45:48,801 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 37,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63150826767744, Longitude= -71.00266835687532,  (at simulation time 24.701,900,  (at simulation time 24.702,800
2023-09-25 08:45:48,801 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 38,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63150826767744, Longitude= -71.00266835687532,  (at simulation time 24.800,400,  (at simulation time 24.802,300
2023-09-25 08:45:48,802 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 39,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63150826767744, Longitude= -71.00266835687532,  (at simulation time 24.901,400,  (at simulation time 24.903,800
2023-09-25 08:45:48,804 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 40,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63154979691128, Longitude= -71.00271677713444,  (at simulation time 25.000,400,  (at simulation time 25.002,800
2023-09-25 08:45:48,805 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 41,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63154979691128, Longitude= -71.00271677713444,  (at simulation time 25.101,400,  (at simulation time 25.102,300
2023-09-25 08:45:48,806 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 42,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63154979691128, Longitude= -71.00271677713444,  (at simulation time 25.200,400,  (at simulation time 25.201,300
2023-09-25 08:45:48,806 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 43,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63154979691128, Longitude= -71.00271677713444,  (at simulation time 25.300,400,  (at simulation time 25.302,800
2023-09-25 08:45:48,807 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 44,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63154979691128, Longitude= -71.00271677713444,  (at simulation time 25.400,400,  (at simulation time 25.400,800
2023-09-25 08:45:48,807 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 45,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63154979691128, Longitude= -71.00271677713444,  (at simulation time 25.500,400,  (at simulation time 25.502,300
2023-09-25 08:45:48,808 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 46,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63154979691128, Longitude= -71.00271677713444,  (at simulation time 25.601,400,  (at simulation time 25.601,800
2023-09-25 08:45:48,808 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 47,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63154979691128, Longitude= -71.00271677713444,  (at simulation time 25.701,400,  (at simulation time 25.703,300
2023-09-25 08:45:48,809 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 48,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63154979691128, Longitude= -71.00271677713444,  (at simulation time 25.801,400,  (at simulation time 25.802,300
2023-09-25 08:45:48,809 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 49,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63154979691128, Longitude= -71.00271677713444,  (at simulation time 25.901,400,  (at simulation time 25.903,300
2023-09-25 08:45:48,811 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 50,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63159192163737, Longitude= -71.00276628734743,  (at simulation time 26.002,400,  (at simulation time 26.002,800
2023-09-25 08:45:48,812 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 51,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63159192163737, Longitude= -71.00276628734743,  (at simulation time 26.101,400,  (at simulation time 26.101,800
2023-09-25 08:45:48,812 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 52,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63159192163737, Longitude= -71.00276628734743,  (at simulation time 26.201,900,  (at simulation time 26.204,300
2023-09-25 08:45:48,812 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 53,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63159192163737, Longitude= -71.00276628734743,  (at simulation time 26.301,400,  (at simulation time 26.303,800
2023-09-25 08:45:48,813 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 54,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63159192163737, Longitude= -71.00276628734743,  (at simulation time 26.400,400,  (at simulation time 26.400,800
2023-09-25 08:45:48,813 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 55,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63159192163737, Longitude= -71.00276628734743,  (at simulation time 26.501,900,  (at simulation time 26.504,300
2023-09-25 08:45:48,813 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 56,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63159192163737, Longitude= -71.00276628734743,  (at simulation time 26.601,400,  (at simulation time 26.601,800
2023-09-25 08:45:48,813 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 57,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63159192163737, Longitude= -71.00276628734743,  (at simulation time 26.701,900,  (at simulation time 26.702,300
2023-09-25 08:45:48,814 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 58,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63159192163737, Longitude= -71.00276628734743,  (at simulation time 26.800,400,  (at simulation time 26.800,800
2023-09-25 08:45:48,814 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 59,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63159192163737, Longitude= -71.00276628734743,  (at simulation time 26.902,400,  (at simulation time 26.903,800
2023-09-25 08:45:48,816 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 60,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63163358986315, Longitude= -71.0028160162285,  (at simulation time 27.001,900,  (at simulation time 27.002,800
2023-09-25 08:45:48,817 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 61,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63163358986315, Longitude= -71.0028160162285,  (at simulation time 27.100,400,  (at simulation time 27.101,300
2023-09-25 08:45:48,817 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 62,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63163358986315, Longitude= -71.0028160162285,  (at simulation time 27.200,400,  (at simulation time 27.201,300
2023-09-25 08:45:48,817 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 63,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63163358986315, Longitude= -71.0028160162285,  (at simulation time 27.301,900,  (at simulation time 27.302,800
2023-09-25 08:45:48,818 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 64,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63163358986315, Longitude= -71.0028160162285,  (at simulation time 27.400,900,  (at simulation time 27.402,800
2023-09-25 08:45:48,818 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 65,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63163358986315, Longitude= -71.0028160162285,  (at simulation time 27.500,400,  (at simulation time 27.502,300
2023-09-25 08:45:48,818 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 66,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63163358986315, Longitude= -71.0028160162285,  (at simulation time 27.602,400,  (at simulation time 27.602,800
2023-09-25 08:45:48,818 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 67,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63163358986315, Longitude= -71.0028160162285,  (at simulation time 27.700,400,  (at simulation time 27.700,800
2023-09-25 08:45:48,819 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 68,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63163358986315, Longitude= -71.0028160162285,  (at simulation time 27.802,400,  (at simulation time 27.803,300
2023-09-25 08:45:48,819 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 69,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63163358986315, Longitude= -71.0028160162285,  (at simulation time 27.902,400,  (at simulation time 27.903,300
2023-09-25 08:45:48,820 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 70,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63168003118527, Longitude= -71.00287808530751,  (at simulation time 28.000,400,  (at simulation time 28.001,800
2023-09-25 08:45:48,820 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 71,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63168003118527, Longitude= -71.00287808530751,  (at simulation time 28.101,400,  (at simulation time 28.103,800
2023-09-25 08:45:48,821 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 72,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63168003118527, Longitude= -71.00287808530751,  (at simulation time 28.200,900,  (at simulation time 28.202,800
2023-09-25 08:45:48,821 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 73,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63168003118527, Longitude= -71.00287808530751,  (at simulation time 28.301,900,  (at simulation time 28.303,300
2023-09-25 08:45:48,821 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 74,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63168003118527, Longitude= -71.00287808530751,  (at simulation time 28.401,900,  (at simulation time 28.402,800
2023-09-25 08:45:48,822 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 75,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63168003118527, Longitude= -71.00287808530751,  (at simulation time 28.500,400,  (at simulation time 28.500,800
2023-09-25 08:45:48,822 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 76,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63168003118527, Longitude= -71.00287808530751,  (at simulation time 28.601,400,  (at simulation time 28.603,300
2023-09-25 08:45:48,822 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 77,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63168003118527, Longitude= -71.00287808530751,  (at simulation time 28.702,400,  (at simulation time 28.703,300
2023-09-25 08:45:48,822 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 78,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63168003118527, Longitude= -71.00287808530751,  (at simulation time 28.802,400,  (at simulation time 28.802,800
2023-09-25 08:45:48,823 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 79,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.63168003118527, Longitude= -71.00287808530751,  (at simulation time 28.900,900,  (at simulation time 28.902,300
2023-09-25 08:45:48,824 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 80,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.6317260104858, Longitude= -71.0029395370272,  (at simulation time 29.002,400,  (at simulation time 29.003,800
2023-09-25 08:45:48,824 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 81,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.6317260104858, Longitude= -71.0029395370272,  (at simulation time 29.100,400,  (at simulation time 29.102,800
2023-09-25 08:45:48,824 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_0, InterVehicleMsg{,28, 82,  41.63253168184327,  -71.00553295378838, Road CLOSED, Latitude= 41.6317260104858, Longitude= -71.0029395370272,  (at simulation time 29.200,900,  (at simulation time 29.203,300
