Date_and_Time, ,V2X_Message_Detail,Sender,Receiver,Message_Type,Msg_Id,Seq_Num,Latitude_Sender,Longitude_Sender,Message Content,Latitude_Receiver,Longitude_Receiver,Simulation_Time_Sender, ,Simulation_Time_Receiver, 
2023-09-25 08:46:47,543 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_0, InterVehicleMsg{,30, 2240,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.627573762859974, Longitude= -71.01048773705688,  (at simulation time 362.001,400,  (at simulation time 362.001,800
2023-09-25 08:46:47,544 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_0, InterVehicleMsg{,30, 2241,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.627573762859974, Longitude= -71.01048773705688,  (at simulation time 362.100,900,  (at simulation time 362.102,800
2023-09-25 08:46:47,544 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_0, InterVehicleMsg{,30, 2242,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.627573762859974, Longitude= -71.01048773705688,  (at simulation time 362.201,400,  (at simulation time 362.201,800
2023-09-25 08:46:47,544 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_0, InterVehicleMsg{,30, 2243,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.627573762859974, Longitude= -71.01048773705688,  (at simulation time 362.302,400,  (at simulation time 362.302,800
2023-09-25 08:46:47,544 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_0, InterVehicleMsg{,30, 2244,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.627573762859974, Longitude= -71.01048773705688,  (at simulation time 362.401,900,  (at simulation time 362.404,300
2023-09-25 08:46:47,544 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_0, InterVehicleMsg{,30, 2245,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.627573762859974, Longitude= -71.01048773705688,  (at simulation time 362.501,400,  (at simulation time 362.502,300
2023-09-25 08:46:47,544 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_0, InterVehicleMsg{,30, 2246,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.627573762859974, Longitude= -71.01048773705688,  (at simulation time 362.601,900,  (at simulation time 362.603,800
2023-09-25 08:46:47,544 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_0, InterVehicleMsg{,30, 2247,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.627573762859974, Longitude= -71.01048773705688,  (at simulation time 362.702,400,  (at simulation time 362.702,800
2023-09-25 08:46:47,544 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_0, InterVehicleMsg{,30, 2248,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.627573762859974, Longitude= -71.01048773705688,  (at simulation time 362.801,400,  (at simulation time 362.803,300
2023-09-25 08:46:47,544 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_0, InterVehicleMsg{,30, 2249,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.627573762859974, Longitude= -71.01048773705688,  (at simulation time 362.901,400,  (at simulation time 362.901,800
