Date_and_Time, ,V2X_Message_Detail,Sender,Receiver,Message_Type,Msg_Id,Seq_Num,Latitude_Sender,Longitude_Sender,Message Content,Latitude_Receiver,Longitude_Receiver,Simulation_Time_Sender, ,Simulation_Time_Receiver, 
2023-09-25 08:46:47,324 INFO  - ,Broadcast V2X Message from ,rsu_1,veh_4, InterVehicleMsg{,29, 1380,  41.624904823523146,  -71.00503028495768, Road CLOSED, Latitude= 41.62665503866177, Longitude= -71.00229584757952,  (at simulation time 237.000,400,  (at simulation time 237.000,800
2023-09-25 08:46:47,324 INFO  - ,Broadcast V2X Message from ,rsu_1,veh_4, InterVehicleMsg{,29, 1381,  41.624904823523146,  -71.00503028495768, Road CLOSED, Latitude= 41.62665503866177, Longitude= -71.00229584757952,  (at simulation time 237.100,400,  (at simulation time 237.101,800
2023-09-25 08:46:47,324 INFO  - ,Broadcast V2X Message from ,rsu_1,veh_4, InterVehicleMsg{,29, 1382,  41.624904823523146,  -71.00503028495768, Road CLOSED, Latitude= 41.62665503866177, Longitude= -71.00229584757952,  (at simulation time 237.200,900,  (at simulation time 237.202,800
2023-09-25 08:46:47,324 INFO  - ,Broadcast V2X Message from ,rsu_1,veh_4, InterVehicleMsg{,29, 1383,  41.624904823523146,  -71.00503028495768, Road CLOSED, Latitude= 41.62665503866177, Longitude= -71.00229584757952,  (at simulation time 237.300,900,  (at simulation time 237.302,300
2023-09-25 08:46:47,325 INFO  - ,Broadcast V2X Message from ,rsu_1,veh_4, InterVehicleMsg{,29, 1384,  41.624904823523146,  -71.00503028495768, Road CLOSED, Latitude= 41.62665503866177, Longitude= -71.00229584757952,  (at simulation time 237.400,900,  (at simulation time 237.401,800
2023-09-25 08:46:47,325 INFO  - ,Broadcast V2X Message from ,rsu_1,veh_4, InterVehicleMsg{,29, 1385,  41.624904823523146,  -71.00503028495768, Road CLOSED, Latitude= 41.62665503866177, Longitude= -71.00229584757952,  (at simulation time 237.500,400,  (at simulation time 237.501,300
2023-09-25 08:46:47,325 INFO  - ,Broadcast V2X Message from ,rsu_1,veh_4, InterVehicleMsg{,29, 1386,  41.624904823523146,  -71.00503028495768, Road CLOSED, Latitude= 41.62665503866177, Longitude= -71.00229584757952,  (at simulation time 237.602,400,  (at simulation time 237.604,800
2023-09-25 08:46:47,325 INFO  - ,Broadcast V2X Message from ,rsu_1,veh_4, InterVehicleMsg{,29, 1387,  41.624904823523146,  -71.00503028495768, Road CLOSED, Latitude= 41.62665503866177, Longitude= -71.00229584757952,  (at simulation time 237.701,900,  (at simulation time 237.703,800
2023-09-25 08:46:47,325 INFO  - ,Broadcast V2X Message from ,rsu_1,veh_4, InterVehicleMsg{,29, 1388,  41.624904823523146,  -71.00503028495768, Road CLOSED, Latitude= 41.62665503866177, Longitude= -71.00229584757952,  (at simulation time 237.800,900,  (at simulation time 237.803,300
2023-09-25 08:46:47,325 INFO  - ,Broadcast V2X Message from ,rsu_1,veh_4, InterVehicleMsg{,29, 1389,  41.624904823523146,  -71.00503028495768, Road CLOSED, Latitude= 41.62665503866177, Longitude= -71.00229584757952,  (at simulation time 237.900,400,  (at simulation time 237.902,300
2023-09-25 08:46:47,326 INFO  - ,Broadcast V2X Message from ,rsu_1,veh_4, InterVehicleMsg{,29, 1390,  41.624904823523146,  -71.00503028495768, Road CLOSED, Latitude= 41.626603781776375, Longitude= -71.0023365300233,  (at simulation time 238.000,900,  (at simulation time 238.003,300
2023-09-25 08:46:47,326 INFO  - ,Broadcast V2X Message from ,rsu_1,veh_4, InterVehicleMsg{,29, 1391,  41.624904823523146,  -71.00503028495768, Road CLOSED, Latitude= 41.626603781776375, Longitude= -71.0023365300233,  (at simulation time 238.102,400,  (at simulation time 238.103,300
2023-09-25 08:46:47,326 INFO  - ,Broadcast V2X Message from ,rsu_1,veh_4, InterVehicleMsg{,29, 1392,  41.624904823523146,  -71.00503028495768, Road CLOSED, Latitude= 41.626603781776375, Longitude= -71.0023365300233,  (at simulation time 238.201,400,  (at simulation time 238.203,800
