Date_and_Time, ,V2X_Message_Detail,Sender,Receiver,Message_Type,Msg_Id,Seq_Num,Latitude_Sender,Longitude_Sender,Message Content,Latitude_Receiver,Longitude_Receiver,Simulation_Time_Sender, ,Simulation_Time_Receiver, 
2023-09-25 08:46:18,886 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_3, InterVehicleMsg{,30, 2280,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.62742608376805, Longitude= -71.01038949824941,  (at simulation time 366.002,400,  (at simulation time 366.002,800
2023-09-25 08:46:18,886 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_3, InterVehicleMsg{,30, 2281,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.62742608376805, Longitude= -71.01038949824941,  (at simulation time 366.100,400,  (at simulation time 366.101,300
2023-09-25 08:46:18,886 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_3, InterVehicleMsg{,30, 2282,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.62742608376805, Longitude= -71.01038949824941,  (at simulation time 366.201,900,  (at simulation time 366.202,800
2023-09-25 08:46:18,886 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_3, InterVehicleMsg{,30, 2283,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.62742608376805, Longitude= -71.01038949824941,  (at simulation time 366.300,400,  (at simulation time 366.302,300
2023-09-25 08:46:18,886 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_3, InterVehicleMsg{,30, 2284,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.62742608376805, Longitude= -71.01038949824941,  (at simulation time 366.401,400,  (at simulation time 366.403,800
2023-09-25 08:46:18,886 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_3, InterVehicleMsg{,30, 2285,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.62742608376805, Longitude= -71.01038949824941,  (at simulation time 366.501,900,  (at simulation time 366.503,300
2023-09-25 08:46:18,886 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_3, InterVehicleMsg{,30, 2286,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.62742608376805, Longitude= -71.01038949824941,  (at simulation time 366.600,400,  (at simulation time 366.602,800
2023-09-25 08:46:18,886 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_3, InterVehicleMsg{,30, 2287,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.62742608376805, Longitude= -71.01038949824941,  (at simulation time 366.702,400,  (at simulation time 366.703,300
2023-09-25 08:46:18,886 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_3, InterVehicleMsg{,30, 2288,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.62742608376805, Longitude= -71.01038949824941,  (at simulation time 366.801,900,  (at simulation time 366.802,800
2023-09-25 08:46:18,886 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_3, InterVehicleMsg{,30, 2289,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.62742608376805, Longitude= -71.01038949824941,  (at simulation time 366.900,400,  (at simulation time 366.901,300
2023-09-25 08:46:18,887 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_3, InterVehicleMsg{,30, 2290,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.62748470715105, Longitude= -71.01042950311364,  (at simulation time 367.002,400,  (at simulation time 367.004,300
2023-09-25 08:46:18,887 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_3, InterVehicleMsg{,30, 2291,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.62748470715105, Longitude= -71.01042950311364,  (at simulation time 367.100,400,  (at simulation time 367.102,300
2023-09-25 08:46:18,887 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_3, InterVehicleMsg{,30, 2292,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.62748470715105, Longitude= -71.01042950311364,  (at simulation time 367.200,900,  (at simulation time 367.201,300
2023-09-25 08:46:18,887 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_3, InterVehicleMsg{,30, 2293,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.62748470715105, Longitude= -71.01042950311364,  (at simulation time 367.301,900,  (at simulation time 367.303,300
2023-09-25 08:46:18,887 INFO  - ,Broadcast V2X Message from ,rsu_2,veh_3, InterVehicleMsg{,30, 2294,  41.63002320830884,  -71.01128391713155, Road CLOSED, Latitude= 41.62748470715105, Longitude= -71.01042950311364,  (at simulation time 367.401,400,  (at simulation time 367.403,800
